brand,type,miles,years,location,nowprice,preprice,kind
福特F-150,2019款,10万公里,2019-06,北京,56.00,66.52万,皮卡
福特F-150,2017款,6.3万公里,2018-10,北京,47.00,74.01万,皮卡
福特F-150,2017款,7万公里,2017-09,温州,45.88,74.01万,皮卡
福特F-150,2019款,3万公里,2020-03,沈阳,59.80,62.18万,皮卡
福特F-150,2017款,8万公里,2017-06,沈阳,43.80,74.01万,皮卡
坦途,2014款,4.5万公里,2017-04,深圳,47.80,53.19万,皮卡
福特F-150,2017款,5万公里,2017-08,沧州,31.80,67.49万,皮卡
福特F-150,2017款,7万公里,2017-09,哈尔滨,30.80,67.49万,皮卡
福特F-150,2019款,0.01万公里,未上牌,重庆,56.00,62.18万,皮卡
风骏5,2017款,2万公里,2019-03,宁波,5.50,9.96万,皮卡
福特F-150,2017款,9.81万公里,2016-12,保定,28.90,67.49万,皮卡
福特F-150,2019款,9.4万公里,2019-09,无锡,56.80,62.18万,皮卡
福特F-150,2019款,0.9万公里,2021-07,无锡,47.60,62.18万,皮卡
福特F-150,2019款,7万公里,2019-05,大连,51.80,62.18万,皮卡
福特F-150,2017款,5万公里,2018-09,鄂尔多斯,53.00,74.01万,皮卡
坦途,2012款,2.4万公里,2014-01,柳州,23.80,,皮卡
福特F-150,2017款,4万公里,2018-09,广州,36.80,67.49万,皮卡
域虎3,2018款,3万公里,2020-04,长沙,6.28,10.88万,皮卡
福特F-150,2019款,2.8万公里,2019-10,唐山,35.80,62.18万,皮卡
炮,2020款,1.7万公里,2021-08,温州,15.58,19.52万,皮卡
福特F-150,2022款,1.1万公里,2022-06,唐山,50.20,74.55万,皮卡
福特F-150,2022款,1.1万公里,2022-05,唐山,57.00,74.55万,皮卡
福特F-150,2019款,6.6万公里,2019-07,北京,55.80,62.18万,皮卡
福特F-150,2019款,4.5万公里,2019-10,广州,62.80,62.18万,皮卡
福特F-150,2017款,11万公里,2017-01,沈阳,28.88,67.49万,皮卡
D-MAX,2018款,7万公里,2018-04,柳州,12.80,19.52万,皮卡
炮,2021款,1万公里,2022-03,温州,25.80,31.46万,皮卡
福特F-150,2017款,3万公里,2019-12,福州,39.50,74.01万,皮卡
纳瓦拉,2017款,10.5万公里,2018-09,鞍山,8.88,17.56万,皮卡
福特F-150,2019款,6万公里,2019-07,武汉,59.80,66.52万,皮卡
福特F-150,2019款,2万公里,2020-11,福州,42.80,56.86万,皮卡
福特F-150,2019款,3.1万公里,2020-09,潍坊,62.80,62.18万,皮卡
纳瓦拉,2017款,1.5万公里,2019-01,廊坊,14.00,20.39万,皮卡
福特F-150,2019款,4万公里,2020-10,哈尔滨,63.00,62.18万,皮卡
福特F-150,2019款,4.8万公里,2019-09,北京,61.50,62.18万,皮卡
福特F-150,2019款,3万公里,2020-03,沈阳,51.88,62.18万,皮卡
上汽大通MAXUS,T60,0.02万公里,2020-12,石家庄,8.90,11.27万,皮卡
风骏5,2017款,6万公里,2019-02,石家庄,5.62,8.77万,皮卡
福特F-150,2017款,7万公里,2017-08,邯郸,46.00,74.01万,皮卡
福特F-150,2019款,4万公里,2020-10,临沂,55.80,62.18万,皮卡
福特F-150,2017款,7万公里,2017-10,临沂,43.60,74.01万,皮卡
炮,2020款,4.3万公里,2020-11,潍坊,10.50,15.39万,皮卡
福特F-150,2019款,1.2万公里,2020-11,唐山,43.80,62.18万,皮卡
坦途,2014款,6.8万公里,2017-08,南京,33.98,56.23万,皮卡
福特F-150,2019款,9万公里,2020-11,保定,56.80,62.18万,皮卡
福特F-150,2017款,10万公里,2017-09,重庆,42.98,74.01万,皮卡
杰虎房车,2018款,3万公里,2018-06,长沙,14.88,,皮卡
福特F-150,2019款,4.99万公里,2019-12,保定,37.90,62.18万,皮卡
福特F-150,2017款,10万公里,2017-07,银川,45.58,74.01万,皮卡
福特F-150,2017款,12万公里,2017-01,太原,28.80,67.49万,皮卡
炮,2020款,3万公里,2020-12,本溪,13.60,19.52万,皮卡
炮,2019款,5万公里,2020-06,本溪,9.20,12.14万,皮卡
炮,2019款,4万公里,2020-09,成都,11.18,16.26万,皮卡
福特F-150,2019款,6.4万公里,2020-01,郑州,59.80,62.18万,皮卡
福特F-150,2014款,10万公里,2016-07,无锡,25.80,61.87万,皮卡
福特F-150,2019款,5万公里,2020-05,郑州,42.80,62.18万,皮卡
日产D22,2013款,8万公里,2015-02,上海,5.38,15.39万,皮卡
五菱宏光,2019款,2.8万公里,2019-04,上海,3.78,6.06万,面包车
五菱宏光,2013款,7万公里,2014-04,佛山,1.98,5.51万,面包车
五菱荣光EV,2020款,3.9万公里,2021-08,杭州,6.98,11.16万,面包车
东风小康EC36,2020款,5万公里,2020-10,杭州,6.38,11.71万,面包车
五菱宏光,2021款,2.13万公里,2021-03,上海,4.10,5.84万,面包车
东风小康EC36,2018款,10万公里,2018-12,广州,3.40,9.00万,面包车
小海狮X30,2020款,3万公里,2020-03,上海,2.76,3.68万,面包车
长安之星9EV,2021款,4万公里,2021-05,广州,5.18,14.74万,面包车
五菱宏光,2018款,4.6万公里,2019-05,上海,3.98,6.06万,面包车
五菱宏光,2016款,3.5万公里,2017-01,上海,2.98,6.17万,面包车
东风小康K05S,2022款,0.9万公里,2022-10,上海,3.36,4.11万,面包车
东风小康EC36,2020款,5.9万公里,2020-07,广州,5.18,11.71万,面包车
长安之星9EV,2021款,9万公里,2020-12,广州,4.88,14.31万,面包车
五菱宏光,2019款,3.8万公里,2020-08,东莞,4.28,6.06万,面包车
五菱宏光V,2019款,4万公里,2020-01,东莞,3.80,6.06万,面包车
上汽大通MAXUS,EV30,1.5万公里,2021-09,无锡,8.80,15.61万,面包车
五菱宏光,2015款,6.2万公里,2017-03,芜湖,2.68,5.30万,面包车
东风小康K07S,2015款,9万公里,2014-12,合肥,0.80,3.25万,面包车
北汽幻速H2,2016款,5万公里,2016-11,中山,1.67,4.32万,面包车
好运1号,2021款,1.5万公里,2020-11,成都,6.30,15.07万,面包车
五菱EV50,2020款,3万公里,2020-09,成都,,已降4000元,面包车
五菱EV50,2020款,6万公里,2020-09,成都,,已降1000元,面包车
长安之星9EV,2021款,1.8万公里,2021-11,成都,6.38,14.63万,面包车
北汽威旺306,2011款,8万公里,2013-01,温州,0.78,3.99万,面包车
五菱荣光EV,2020款,2万公里,2021-06,杭州,7.98,11.16万,面包车
五菱宏光,2016款,7万公里,2018-05,深圳,3.10,6.49万,面包车
风光330,2014款,6万公里,2017-01,揭阳,1.58,4.44万,面包车
江豚,2022款,0.01万公里,2022-09,杭州,8.88,14.52万,面包车
五菱荣光EV,2020款,4.8万公里,2020-09,杭州,6.50,11.16万,面包车
五菱之光,2010款,8.5万公里,2012-06,昆明,0.89,3.58万,面包车
五菱宏光,2018款,4.7万公里,2018-04,上海,2.88,5.41万,面包车
五菱宏光V,2019款,2万公里,2020-06,上海,3.76,5.58万,面包车
五菱荣光V,2018款,4.8万公里,2019-02,上海,2.98,5.08万,面包车
东风小康K07II,2013款,8.5万公里,2014-09,东莞,0.88,3.03万,面包车
风光330,2019款,1万公里,2020-12,哈尔滨,2.90,4.66万,面包车
海狮X30L,2021款,2万公里,2021-03,上海,3.98,6.17万,面包车
海狮X30L,2021款,1.8万公里,2021-03,上海,3.80,6.17万,面包车
五菱宏光V,2021款,2万公里,2021-05,上海,3.95,5.66万,面包车
五菱荣光V,2015款,5万公里,2015-08,上海,2.08,5.62万,面包车
五菱宏光,2014款,9万公里,2015-03,广州,1.25,5.30万,面包车
海豚EV,2019款,7万公里,2021-01,长沙,8.68,15.83万,面包车
五菱宏光,2021款,0.15万公里,2022-02,佛山,5.18,6.49万,面包车
五菱荣光EV,2020款,6万公里,2021-07,杭州,7.98,11.16万,面包车
五菱荣光,2012款,4.1万公里,2017-05,南昌,2.68,5.84万,面包车
五菱宏光,2014款,9.9万公里,2014-11,惠州,2.50,7.14万,面包车
五菱宏光,2021款,2万公里,2021-08,重庆,,已降2000元,面包车
五菱荣光,2014款,7.3万公里,2015-09,嘉兴,2.08,4.54万,面包车
福瑞达,2013款,3万公里,2013-08,合肥,1.95,,面包车
欧诺S,2013款,7.2万公里,2013-10,海口,1.38,6.07万,面包车
五菱宏光,2014款,10万公里,2015-01,长沙,2.28,5.41万,面包车
东风小康K07,2013款,13万公里,2013-09,昆明,0.88,4.01万,面包车
五菱荣光EV,2020款,2.9万公里,2020-11,金华,6.98,11.16万,面包车
五菱宏光,2015款,8.1万公里,2015-12,嘉兴,2.18,4.54万,面包车
五菱宏光,2016款,4.5万公里,2016-12,汕头,2.60,6.17万,面包车
风光330,2018款,4万公里,2019-01,绵阳,2.68,5.09万,面包车
五菱宏光V,2021款,4.2万公里,2021-06,合肥,3.98,5.66万,面包车
五菱EV50,2021款,1.98万公里,2022-05,东莞,6.98,13.76万,面包车
好运1号,2019款,7.8万公里,2020-03,东莞,5.58,13.98万,面包车
东风小康EC36,2020款,15.8万公里,2020-09,东莞,4.88,11.71万,面包车
五菱之光,2013款,10万公里,2014-02,嘉兴,1.38,3.23万,面包车
好运1号,2021款,5.1万公里,2021-03,东莞,5.98,15.07万,面包车
东风小康EC36,2017款,13.8万公里,2018-12,东莞,4.18,13.77万,面包车
东风小康K07S,2016款,2.9万公里,2020-08,南昌,1.80,3.03万,面包车
瑞驰新能源EC35,2020款,13.8万公里,2020-06,东莞,4.98,11.16万,面包车
五菱荣光,2014款,5万公里,2020-03,贵阳,3.18,3.99万,面包车
海星A7,2011款,5万公里,2014-01,武汉,0.88,2.81万,面包车
五菱宏光,2010款,8.5万公里,2013-11,衡阳,1.88,5.51万,面包车
五菱荣光V,2016款,4.5万公里,2016-09,武汉,2.18,4.43万,面包车
风光330,2014款,5万公里,2014-01,嘉兴,1.58,5.85万,面包车
欧诺S,2014款,10万公里,2015-02,丽水,1.88,4.01万,面包车
五菱荣光V,2015款,9.5万公里,2015-04,衡阳,1.98,4.97万,面包车
五菱之光,2020款,3.8万公里,2020-09,惠州,2.38,3.96万,面包车
远程E5,2022款,1.14万公里,2022-04,东莞,6.99,14.85万,面包车
五菱荣光,2020款,5万公里,2020-04,乌鲁木齐,2.99,4.43万,面包车
五菱之光,2020款,3万公里,2021-01,乌鲁木齐,2.99,3.81万,面包车
五菱宏光,2016款,7万公里,2016-03,泉州,2.48,6.49万,面包车
五菱宏光,2014款,6万公里,2015-05,东莞,2.38,5.41万,面包车
五菱宏光,2014款,5万公里,2016-10,东莞,2.68,5.41万,面包车
长安之星3,2015款,8万公里,2016-12,东莞,1.50,3.25万,面包车
五菱之光,2014款,8万公里,2015-08,温州,1.18,3.89万,面包车
五菱荣光,2011款,8万公里,2012-12,上海,1.18,5.75万,面包车
五菱荣光,2014款,7万公里,2014-07,上海,1.58,3.99万,面包车
五菱宏光,2015款,6万公里,2017-05,昆明,2.79,5.62万,面包车
瑞驰新能源EC35,2020款,8万公里,2020-04,漳州,5.90,11.16万,面包车
五菱宏光,2016款,4万公里,2017-03,合肥,2.88,6.17万,面包车
五菱宏光,2015款,8万公里,2016-11,合肥,2.48,5.68万,面包车
五菱之光,2013款,9.14万公里,2013-11,合肥,1.30,3.23万,面包车
长安之星2,2012款,9万公里,2015-01,宁波,1.19,3.68万,面包车
五菱荣光,2019款,1.8万公里,2019-11,宁波,2.70,5.11万,面包车
五菱宏光,2014款,6万公里,2013-11,南京,1.78,4.75万,面包车
五菱宏光,2018款,2万公里,2019-12,宁波,3.75,5.08万,面包车
五菱宏光,2015款,11.8万公里,2016-05,昆明,2.38,5.30万,面包车
长安之星,2009款,7万公里,2012-02,青岛,0.51,3.68万,面包车
五菱荣光,2012款,4.9万公里,2012-07,西安,1.40,5.19万,面包车
浪迪,2009款,8万公里,2013-05,郑州,2.48,5.81万,面包车
五菱宏光,2019款,1.6万公里,2020-04,珠海,4.38,6.38万,面包车
五菱宏光,2014款,9.58万公里,2014-11,佛山,1.88,4.75万,面包车
五菱之光,2013款,5.2万公里,2014-01,温州,1.09,3.58万,面包车
五菱荣光V,2015款,8万公里,2015-06,中山,1.88,5.62万,面包车
长安之星2,2012款,10万公里,2013-12,绍兴,0.98,3.68万,面包车
欧诺S,2012款,7万公里,2013-02,重庆,0.98,4.87万,面包车
长安之星9EV,2019款,0.3万公里,2021-03,东莞,5.80,14.31万,面包车
欧诺S,2019款,2.6万公里,2019-06,重庆,3.38,4.66万,面包车
五菱宏光,2014款,11万公里,2016-09,绍兴,2.98,5.41万,面包车
小海狮X30,2020款,2.2万公里,2020-11,东莞,2.98,3.68万,面包车
五菱宏光,2014款,7万公里,2015-02,上海,2.18,4.75万,面包车
风光330,2016款,6万公里,2016-07,上海,1.78,5.09万,面包车
海狮X30L,2019款,8万公里,2020-06,东莞,3.38,5.82万,面包车
五菱荣光V,2016款,6万公里,2017-11,上海,2.68,4.97万,面包车
风光330,2014款,11万公里,2016-01,昆明,1.58,4.55万,面包车
五菱宏光,2018款,6万公里,2018-03,衢州,3.20,5.41万,面包车
五菱之光,2015款,7.2万公里,2018-05,盐城,1.98,3.34万,面包车
五菱宏光,2010款,10万公里,2012-01,东莞,1.35,5.95万,面包车
五菱EV50,2020款,4.4万公里,2021-03,福州,6.88,12.70万,面包车
风光330,2016款,2.8万公里,2018-11,苏州,2.38,5.09万,面包车
五菱EV50,2020款,3万公里,2020-07,东莞,5.58,11.72万,面包车
福瑞达,2014款,11万公里,2015-06,青岛,0.77,3.13万,面包车
五菱之光,2015款,2万公里,2019-01,宁波,1.50,3.34万,面包车
五菱宏光V,2019款,0.78万公里,2020-06,温州,4.30,5.58万,面包车
五菱荣光V,2015款,5.3万公里,2016-03,东莞,2.80,5.30万,面包车
五菱宏光,2016款,2.6万公里,2018-05,宁波,2.68,6.17万,面包车
五菱荣光V,2015款,4.5万公里,2015-09,宁波,1.58,4.65万,面包车
北汽威旺M20,2014款,5.3万公里,2014-09,宁波,1.00,5.95万,面包车
北汽幻速H2,2016款,8万公里,2016-09,东莞,1.50,4.32万,面包车
五菱宏光,2020款,3万公里,2020-03,贵阳,3.20,4.99万,面包车
五菱荣光,2011款,7.5万公里,2013-01,广州,1.10,4.66万,面包车
长安之星2,2012款,5万公里,2014-03,宁波,0.88,3.68万,面包车
风光330,2014款,4.3万公里,2015-11,宁波,1.18,4.33万,面包车
五菱荣光,2011款,5万公里,2015-07,宁波,1.18,,面包车
五菱之光,2013款,4万公里,2015-09,宁波,1.18,3.58万,面包车
五菱荣光V,2016款,2万公里,2017-01,曲靖,2.68,4.65万,面包车
五菱荣光V,2016款,4万公里,2019-05,曲靖,3.36,4.43万,面包车
五菱荣光V,2019款,3.3万公里,2019-10,漳州,3.98,5.01万,面包车
五菱宏光V,2019款,2.4万公里,2020-04,漳州,4.20,6.06万,面包车
五菱宏光,2015款,4.8万公里,2015-12,宁波,2.70,6.93万,面包车
五菱荣光V,2016款,1.9万公里,2018-02,宁波,2.38,4.97万,面包车
五菱宏光,2010款,15万公里,2012-01,盐城,1.30,6.60万,面包车
欧诺S,2012款,6万公里,2012-12,东莞,1.38,6.61万,面包车
开沃D07创业者,2019款,5.2万公里,2019-01,海口,5.88,12.35万,面包车
五菱宏光,2013款,7万公里,2014-08,曲靖,1.56,5.51万,面包车
五菱之光,2015款,4.5万公里,2016-03,宁波,0.98,3.34万,面包车
东风小康C37,2016款,4.8万公里,2017-08,宁波,1.70,5.96万,面包车
五菱宏光,2013款,12万公里,2014-04,盐城,1.50,5.95万,面包车
五菱宏光,2014款,14万公里,2014-01,盐城,1.50,4.75万,面包车
北汽威旺M30,2017款,8.97万公里,2017-09,南昌,1.60,6.06万,面包车
五菱宏光,2016款,6万公里,2017-12,合肥,2.85,6.49万,面包车
五菱宏光,2015款,5.1万公里,2015-11,南昌,1.68,5.62万,面包车
五菱荣光,2011款,5.6万公里,2012-12,宁波,0.80,,面包车
五菱荣光V,2016款,1.9万公里,2018-02,宁波,2.20,4.65万,面包车
东风小康V29,2012款,3.8万公里,2013-09,宁波,0.75,4.98万,面包车
五菱荣光,2011款,6万公里,2011-08,宁波,0.88,4.66万,面包车
长安之星,2013款,3.99万公里,2012-12,宁波,0.88,4.22万,面包车
五菱荣光V,2016款,2.5万公里,2018-06,宁波,2.38,4.97万,面包车
五菱荣光V,2015款,4.3万公里,2015-11,宁波,1.68,5.30万,面包车
欧诺S,2014款,4.3万公里,2016-01,宁波,1.60,4.22万,面包车
五菱荣光V,2015款,3.98万公里,2015-03,宁波,1.68,5.30万,面包车
五菱荣光V,2016款,3.88万公里,2015-03,宁波,1.38,4.43万,面包车
五菱荣光,2011款,8万公里,2013-11,宁波,1.38,4.66万,面包车
北汽威旺306,2011款,9万公里,2012-11,无锡,0.85,4.43万,面包车
五菱荣光,2020款,6万公里,2020-10,成都,3.03,4.43万,面包车
风光330,2016款,1.4万公里,2019-01,中山,2.38,5.09万,面包车
远程星享V,2022款,0.01万公里,2022-10,东莞,9.98,17.43万,面包车
东风小康EC36,2017款,5万公里,2018-12,杭州,4.68,13.77万,面包车
长安星光4500,2012款,8万公里,2014-01,无锡,1.30,5.96万,面包车
五菱宏光,2018款,4万公里,2019-07,南京,3.68,6.06万,面包车
五菱之光,2015款,6.8万公里,2017-05,嘉兴,1.98,3.34万,面包车
五菱荣光,2012款,9万公里,2013-09,泉州,1.68,6.27万,面包车
五菱宏光,2018款,1.7万公里,2019-06,汕头,3.90,5.41万,面包车
五菱宏光,2014款,4.58万公里,2016-05,宁波,1.98,5.41万,面包车
北汽幻速H2,2015款,4万公里,2017-01,重庆,2.68,7.03万,面包车
远程星享V,2022款,0.01万公里,2022-09,上海,10.70,15.07万,面包车
欧诺S,2014款,5万公里,2015-04,宁波,1.40,3.90万,面包车
北汽昌河M50S,2019款,5万公里,2019-08,东莞,2.58,5.73万,面包车
五菱荣光EV,2020款,2万公里,2021-04,成都,5.99,11.16万,面包车
五菱荣光V,2015款,6.9万公里,2015-05,南昌,2.18,5.30万,面包车
五菱宏光,2016款,3.9万公里,2018-02,西安,3.68,6.17万,面包车
东风小康K07S,2017款,6.9万公里,2017-09,东莞,1.38,3.35万,面包车
风光330,2014款,4.6万公里,2014-10,宁波,1.30,5.20万,面包车
五菱宏光,2010款,13万公里,2012-11,佛山,1.58,5.84万,面包车
五菱荣光V,2016款,7.9万公里,2018-01,金华,3.30,4.97万,面包车
佳宝V52,2011款,4.3万公里,2012-05,郑州,0.59,3.17万,面包车
上汽大通MAXUS,EV30,0.01万公里,2022-09,上海,11.90,15.61万,面包车
北汽威旺205,2013款,4万公里,2014-12,洛阳,1.38,3.89万,面包车
五菱之光,2013款,4万公里,2015-09,洛阳,1.68,3.58万,面包车
五菱之光,2013款,3万公里,2013-08,温州,0.78,3.23万,面包车
北汽威旺M20,2014款,8万公里,2014-12,东莞,1.43,4.32万,面包车
福瑞达,2014款,7.6万公里,2013-02,合肥,1.11,3.65万,面包车
五菱之光,2010款,7万公里,2012-05,哈尔滨,0.98,4.99万,面包车
瑞驰新能源EC35,2020款,12.7万公里,2020-07,东莞,4.98,11.16万,面包车
五菱荣光,2012款,6.63万公里,2019-05,南宁,3.20,5.11万,面包车
五菱EV50,2021款,5万公里,2021-03,苏州,6.80,13.76万,面包车
长安之星,2013款,8万公里,2014-08,苏州,1.35,4.77万,面包车
五菱荣光,2017款,7万公里,2017-01,西安,2.88,5.11万,面包车
东风小康K05S,2019款,0.8万公里,2021-11,威海,3.08,3.90万,面包车
五菱之光,2010款,9万公里,2010-08,临沂,0.60,5.08万,面包车
五菱荣光V,2015款,6万公里,2015-04,宁波,1.78,5.30万,面包车
五菱宏光V,2019款,4万公里,2020-06,宁波,3.73,5.58万,面包车
五菱宏光,2019款,2.4万公里,2021-07,长沙,4.28,6.06万,面包车
五菱荣光V,2016款,3.3万公里,2017-11,杭州,2.45,4.65万,面包车
北汽威旺M30,2015款,5.2万公里,2017-01,惠州,1.88,4.86万,面包车
东风小康K07S,2021款,0.37万公里,2021-12,上海,2.75,3.90万,面包车
长安V5,2013款,6万公里,2014-01,曲靖,0.98,5.06万,面包车
五菱宏光,2014款,6万公里,2014-10,洛阳,1.90,5.30万,面包车
风光330,2014款,7万公里,2015-02,哈尔滨,1.58,5.20万,面包车
五菱之光,2010款,10万公里,2011-03,杭州,0.60,4.99万,面包车
长安之星,2009款,9.6万公里,2012-02,杭州,0.50,3.68万,面包车
五菱宏光,2015款,9.15万公里,2016-11,南昌,1.85,5.68万,面包车
五菱之光,2010款,9万公里,2010-12,上海,0.55,3.58万,面包车
五菱宏光,2013款,8万公里,2014-05,中山,1.68,5.51万,面包车
北汽威旺307,2014款,6.8万公里,2014-10,杭州,0.92,5.19万,面包车
五菱宏光,2014款,7.1万公里,2014-10,温州,2.38,7.58万,面包车
五菱荣光,2012款,26.2万公里,2012-12,杭州,0.98,5.84万,面包车
五菱荣光,2011款,26.3万公里,2014-05,杭州,1.10,4.66万,面包车
五菱宏光,2013款,12万公里,2013-12,遵义,1.38,5.95万,面包车
优优EV,2021款,5.6万公里,2021-10,泉州,4.98,13.76万,面包车
东风小康K07S,2015款,6万公里,2014-12,宁波,0.95,3.25万,面包车
五菱宏光,2018款,6万公里,2018-12,东莞,3.75,6.06万,面包车
五菱宏光,2015款,5.8万公里,2016-08,武汉,2.30,4.54万,面包车
长安之星S460,2009款,10万公里,2012-08,合肥,0.98,5.09万,面包车
欧诺S,2014款,34.5万公里,2015-01,杭州,0.75,4.22万,面包车
远程E5,2022款,1.5万公里,2022-05,泉州,7.30,14.85万,面包车
五菱荣光V,2015款,5.6万公里,2015-06,上海,1.98,5.30万,面包车
欧诺S,2014款,8万公里,2016-01,宁波,1.46,4.22万,面包车
远程星享V,2022款,2万公里,2022-09,杭州,9.58,17.24万,面包车
五菱荣光,2011款,12.5万公里,2011-12,杭州,0.78,4.66万,面包车
五菱宏光V,2019款,0.6万公里,2021-04,上海,4.20,5.25万,面包车
五菱荣光,2019款,4.3万公里,2018-05,上海,2.56,4.22万,面包车
五菱荣光,2011款,25万公里,2012-01,杭州,0.78,4.66万,面包车
好运1号,2021款,5.8万公里,2021-12,泉州,6.28,15.07万,面包车
五菱之光,2013款,6.7万公里,2014-06,宁波,0.95,3.23万,面包车
五菱之光,2013款,5.2万公里,2015-03,宁波,1.12,3.58万,面包车
五菱宏光,2014款,11.2万公里,2015-02,广州,1.88,5.41万,面包车
五菱荣光V,2018款,2.3万公里,2019-10,上海,2.75,4.75万,面包车
五菱荣光,2014款,7万公里,2016-09,遵义,1.68,3.99万,面包车
上汽大通MAXUS,EV30,0.12万公里,2021-04,佛山,8.90,13.97万,面包车
五菱荣光V,2018款,3万公里,2020-11,昆明,3.16,5.08万,面包车
五菱宏光,2013款,9.81万公里,2014-01,嘉兴,1.70,6.60万,面包车
瑞驰新能源EC35,2021款,1.5万公里,2021-04,泉州,5.98,14.85万,面包车
五菱EV50,2020款,2.9万公里,2021-02,泉州,6.30,12.70万,面包车
启腾M70EV,2020款,2.4万公里,2021-02,泉州,4.98,12.03万,面包车
五菱宏光,2016款,4.89万公里,2017-05,上海,2.58,6.17万,面包车
东风小康K17,2009款,6.3万公里,2013-07,杭州,0.55,3.35万,面包车
长安睿行M60,2020款,0.7万公里,2021-04,宁波,5.30,6.50万,面包车
北汽威旺306,2016款,28.5万公里,2016-11,杭州,0.78,4.06万,面包车
五菱宏光,2016款,5.8万公里,2017-05,柳州,2.68,6.17万,面包车
五菱宏光,2018款,4万公里,2018-05,哈尔滨,2.78,4.65万,面包车
启腾M70EV,2017款,9万公里,2017-12,泉州,2.88,17.76万,面包车
五菱宏光,2016款,5.5万公里,2016-02,泉州,2.90,6.49万,面包车
欧诺S,2021款,0.85万公里,2021-04,上海,3.80,5.31万,面包车
北汽威旺M20,2014款,12万公里,2015-10,东莞,1.28,4.54万,面包车
北汽威旺M20,2014款,7.3万公里,2014-10,宁波,1.05,4.32万,面包车
五菱荣光,2011款,10.3万公里,2010-06,宁波,0.90,4.77万,面包车
五菱宏光,2015款,7万公里,2015-08,泉州,2.30,4.54万,面包车
海狮X30L,2021款,3.6万公里,2021-08,宁波,3.18,5.84万,面包车
长安之星2,2009款,15万公里,2010-01,昆明,0.40,4.28万,面包车
启腾M70EV,2020款,9.98万公里,2021-01,泉州,4.68,14.09万,面包车
五菱EV50,2020款,8万公里,2020-12,泉州,5.50,11.72万,面包车
北汽威旺M20,2014款,7万公里,2016-01,绍兴,1.58,5.24万,面包车
五菱宏光,2018款,5.8万公里,2019-04,东莞,3.58,5.73万,面包车
海狮X30L,2016款,5.8万公里,2016-04,宁波,2.05,5.62万,面包车
海狮X30L,2018款,2万公里,2019-04,宁波,3.18,5.30万,面包车
北汽威旺M20,2014款,3.5万公里,2016-11,广州,1.58,5.73万,面包车
五菱宏光,2021款,0.7万公里,2022-03,兰州,5.60,6.49万,面包车
东风小康K07S,2016款,7万公里,2017-01,合肥,1.11,3.25万,面包车
五菱宏光,2015款,16万公里,2015-07,衢州,2.18,5.62万,面包车
五菱宏光V,2019款,1.8万公里,2020-03,宁波,3.80,6.06万,面包车
风光330,2014款,7万公里,2015-07,海口,2.77,4.44万,面包车
五菱宏光V,2019款,2.9万公里,2020-09,宁波,3.88,5.58万,面包车
五菱宏光,2014款,9.9万公里,2014-09,宁波,2.00,7.14万,面包车
五菱荣光V,2019款,2.15万公里,2019-12,宁波,3.08,4.69万,面包车
五菱荣光V,2015款,6.5万公里,2015-03,宁波,1.80,5.30万,面包车
长安之星,2009款,8万公里,2014-07,南京,0.68,3.82万,面包车
北汽威旺M20,2014款,9万公里,2013-12,绍兴,0.98,4.32万,面包车
五菱荣光V,2016款,3.9万公里,2018-08,清远,2.98,4.97万,面包车
五菱荣光V,2016款,3.7万公里,2017-02,宁波,2.50,4.97万,面包车
欧诺S,2014款,5.5万公里,2016-04,宁波,1.55,4.22万,面包车
北汽幻速H2,2015款,8.1万公里,2015-04,泉州,1.90,7.25万,面包车
五菱荣光V,2016款,4.3万公里,2018-11,宁波,2.58,4.97万,面包车
风光330,2016款,10万公里,2017-03,东莞,1.78,5.09万,面包车
五菱荣光,2011款,13万公里,2013-05,广州,0.89,4.66万,面包车
五菱之光,2013款,12万公里,2013-01,哈尔滨,1.38,3.23万,面包车
五菱宏光V,2021款,3.9万公里,2021-06,杭州,4.38,5.35万,面包车
风光330,2014款,5.2万公里,2017-01,泉州,2.30,4.55万,面包车
五菱宏光,2016款,4.8万公里,2016-05,南充,2.99,6.49万,面包车
五菱荣光V,2016款,5万公里,2018-07,福州,3.38,4.97万,面包车
五菱之光,2013款,15万公里,2014-03,昆明,0.99,3.23万,面包车
五菱宏光,2019款,5万公里,2019-09,东莞,3.58,6.38万,面包车
五菱宏光,2015款,9万公里,2017-02,长沙,,已降1000元,面包车
五菱宏光,2019款,4.5万公里,2020-06,嘉兴,4.18,6.38万,面包车
东风小康EC36,2022款,0.05万公里,2022-10,广州,7.98,14.09万,面包车
SRM鑫源新能源海狮EV,2021款,4.4万公里,2021-12,广州,6.60,15.17万,面包车
五菱宏光V,2019款,3.5万公里,2021-03,宁波,4.28,5.58万,面包车
长安睿行M60,2020款,3.8万公里,2021-04,杭州,4.38,6.18万,面包车
欧诺S,2015款,12万公里,2015-02,宜宾,2.38,5.53万,面包车
五菱宏光V,2019款,4万公里,2020-07,郑州,3.69,5.58万,面包车
东风小康EC36,2018款,5万公里,2018-08,杭州,4.58,9.00万,面包车
风光330,2014款,6万公里,2014-11,银川,1.98,5.20万,面包车
五菱荣光,2012款,8万公里,2013-12,嘉兴,1.58,5.19万,面包车
五菱宏光,2013款,8.74万公里,2014-05,佛山,2.38,7.14万,面包车
长安星光4500,2012款,10万公里,2013-11,上海,1.88,5.96万,面包车
五菱荣光V,2016款,9.2万公里,2018-03,东莞,2.98,4.97万,面包车
